session_id,ip_address,session_start,session_end,page_views,unique_pages
213.87.123.186_S1,213.87.123.186,2015-05-19 18:05:41+00:00,2015-05-19 18:05:41+00:00,1,1
213.95.18.125_S1,213.95.18.125,2015-05-19 00:05:25+00:00,2015-05-19 00:05:45+00:00,2,2
216.109.99.4_S1,216.109.99.4,2015-05-19 07:05:03+00:00,2015-05-19 07:05:58+00:00,7,6
216.14.102.16_S1,216.14.102.16,2015-05-17 16:05:51+00:00,2015-05-17 16:05:51+00:00,1,1
216.14.102.16_S2,216.14.102.16,2015-05-17 21:05:18+00:00,2015-05-17 21:05:20+00:00,2,2
216.14.102.16_S3,216.14.102.16,2015-05-18 04:05:26+00:00,2015-05-18 04:05:26+00:00,1,1
216.14.102.16_S4,216.14.102.16,2015-05-18 10:05:06+00:00,2015-05-18 10:05:14+00:00,2,2
216.14.102.16_S5,216.14.102.16,2015-05-18 16:05:36+00:00,2015-05-18 16:05:36+00:00,1,1
216.14.102.16_S6,216.14.102.16,2015-05-20 07:05:46+00:00,2015-05-20 07:05:46+00:00,1,1
216.14.102.16_S7,216.14.102.16,2015-05-20 08:05:45+00:00,2015-05-20 08:05:45+00:00,1,1
216.14.198.50_S1,216.14.198.50,2015-05-18 18:05:13+00:00,2015-05-18 18:05:54+00:00,8,8
216.14.208.102_S1,216.14.208.102,2015-05-18 09:05:45+00:00,2015-05-18 09:05:45+00:00,1,1
216.143.11.118_S1,216.143.11.118,2015-05-20 08:05:01+00:00,2015-05-20 08:05:44+00:00,7,7
216.150.76.218_S1,216.150.76.218,2015-05-19 01:05:39+00:00,2015-05-19 01:05:39+00:00,1,1
216.151.137.35_S1,216.151.137.35,2015-05-20 18:05:01+00:00,2015-05-20 18:05:45+00:00,2,2
216.151.154.100_S1,216.151.154.100,2015-05-18 14:05:30+00:00,2015-05-18 14:05:54+00:00,2,2
216.152.243.146_S1,216.152.243.146,2015-05-18 15:05:00+00:00,2015-05-18 15:05:06+00:00,2,2
216.152.243.152_S1,216.152.243.152,2015-05-18 22:05:21+00:00,2015-05-18 22:05:28+00:00,2,2
216.152.249.242_S1,216.152.249.242,2015-05-18 13:05:07+00:00,2015-05-18 13:05:07+00:00,1,1
216.152.249.242_S2,216.152.249.242,2015-05-19 05:05:03+00:00,2015-05-19 05:05:59+00:00,24,24
216.16.195.52_S1,216.16.195.52,2015-05-20 12:05:31+00:00,2015-05-20 12:05:52+00:00,2,2
216.172.140.128_S1,216.172.140.128,2015-05-20 13:05:08+00:00,2015-05-20 13:05:19+00:00,2,1
216.56.20.98_S1,216.56.20.98,2015-05-20 12:05:28+00:00,2015-05-20 12:05:28+00:00,1,1
217.116.157.26_S1,217.116.157.26,2015-05-18 17:05:06+00:00,2015-05-18 17:05:59+00:00,7,7
217.119.24.14_S1,217.119.24.14,2015-05-19 08:05:04+00:00,2015-05-19 08:05:34+00:00,2,2
217.12.185.5_S1,217.12.185.5,2015-05-19 14:05:01+00:00,2015-05-19 14:05:36+00:00,6,6
217.12.185.5_S2,217.12.185.5,2015-05-20 02:05:09+00:00,2015-05-20 02:05:56+00:00,6,5
217.12.185.5_S3,217.12.185.5,2015-05-20 03:05:00+00:00,2015-05-20 03:05:56+00:00,13,7
217.12.215.94_S1,217.12.215.94,2015-05-19 05:05:15+00:00,2015-05-19 05:05:15+00:00,1,1
217.140.110.23_S1,217.140.110.23,2015-05-17 19:05:11+00:00,2015-05-17 19:05:46+00:00,6,6
217.17.193.66_S1,217.17.193.66,2015-05-19 22:05:06+00:00,2015-05-19 22:05:44+00:00,7,7
217.172.190.158_S1,217.172.190.158,2015-05-18 07:05:05+00:00,2015-05-18 07:05:40+00:00,2,2
217.174.111.254_S1,217.174.111.254,2015-05-19 17:05:03+00:00,2015-05-19 17:05:59+00:00,5,5
217.195.202.13_S1,217.195.202.13,2015-05-19 22:05:03+00:00,2015-05-19 22:05:03+00:00,1,1
217.195.202.13_S2,217.195.202.13,2015-05-19 23:05:00+00:00,2015-05-19 23:05:58+00:00,22,22
217.26.210.20_S1,217.26.210.20,2015-05-19 04:05:57+00:00,2015-05-19 04:05:57+00:00,1,1
217.71.46.55_S1,217.71.46.55,2015-05-17 17:05:17+00:00,2015-05-17 17:05:17+00:00,1,1
217.91.18.234_S1,217.91.18.234,2015-05-19 11:05:34+00:00,2015-05-19 11:05:59+00:00,6,6
218.188.93.140_S1,218.188.93.140,2015-05-19 02:05:09+00:00,2015-05-19 02:05:53+00:00,6,6
218.240.60.244_S1,218.240.60.244,2015-05-18 14:05:15+00:00,2015-05-18 14:05:29+00:00,2,2
218.28.225.87_S1,218.28.225.87,2015-05-19 04:05:20+00:00,2015-05-19 04:05:20+00:00,1,1
219.137.88.123_S1,219.137.88.123,2015-05-17 16:05:03+00:00,2015-05-17 16:05:03+00:00,1,1
219.64.34.68_S1,219.64.34.68,2015-05-18 19:05:00+00:00,2015-05-18 19:05:59+00:00,33,33
219.89.193.142_S1,219.89.193.142,2015-05-18 16:05:44+00:00,2015-05-18 16:05:44+00:00,1,1
220.181.108.18_S1,220.181.108.18,2015-05-18 20:05:53+00:00,2015-05-18 20:05:53+00:00,1,1
220.181.127.18_S1,220.181.127.18,2015-05-19 14:05:15+00:00,2015-05-19 14:05:15+00:00,1,1
220.181.51.37_S1,220.181.51.37,2015-05-19 04:05:12+00:00,2015-05-19 04:05:12+00:00,1,1
220.209.87.113_S1,220.209.87.113,2015-05-19 21:05:01+00:00,2015-05-19 21:05:57+00:00,6,6
220.244.10.116_S1,220.244.10.116,2015-05-19 04:05:11+00:00,2015-05-19 04:05:53+00:00,6,6
220.245.217.154_S1,220.245.217.154,2015-05-19 17:05:03+00:00,2015-05-19 17:05:36+00:00,6,6
222.14.252.108_S1,222.14.252.108,2015-05-20 11:05:02+00:00,2015-05-20 11:05:58+00:00,26,26
222.77.201.107_S1,222.77.201.107,2015-05-17 16:05:18+00:00,2015-05-17 16:05:30+00:00,2,2
222.77.201.107_S2,222.77.201.107,2015-05-18 13:05:13+00:00,2015-05-18 13:05:40+00:00,2,2
223.225.206.164_S1,223.225.206.164,2015-05-20 02:05:12+00:00,2015-05-20 02:05:12+00:00,1,1
223.67.143.84_S1,223.67.143.84,2015-05-19 22:05:11+00:00,2015-05-19 22:05:11+00:00,1,1
223.72.228.186_S1,223.72.228.186,2015-05-17 20:05:33+00:00,2015-05-17 20:05:33+00:00,1,1
223.81.196.65_S1,223.81.196.65,2015-05-17 12:05:14+00:00,2015-05-17 12:05:14+00:00,1,1
23.105.131.185_S1,23.105.131.185,2015-05-18 11:05:58+00:00,2015-05-18 11:05:58+00:00,1,1
23.105.131.185_S2,23.105.131.185,2015-05-18 15:05:27+00:00,2015-05-18 15:05:27+00:00,1,1
23.105.131.207_S1,23.105.131.207,2015-05-18 10:05:24+00:00,2015-05-18 10:05:24+00:00,1,1
23.105.131.247_S1,23.105.131.247,2015-05-18 13:05:40+00:00,2015-05-18 13:05:40+00:00,1,1
23.105.131.2_S1,23.105.131.2,2015-05-18 11:05:45+00:00,2015-05-18 11:05:45+00:00,1,1
23.105.131.64_S1,23.105.131.64,2015-05-18 11:05:32+00:00,2015-05-18 11:05:32+00:00,1,1
23.105.131.70_S1,23.105.131.70,2015-05-18 10:05:07+00:00,2015-05-18 10:05:07+00:00,1,1
23.20.83.155_S1,23.20.83.155,2015-05-18 02:05:15+00:00,2015-05-18 02:05:48+00:00,2,2
23.21.22.111_S1,23.21.22.111,2015-05-17 22:05:38+00:00,2015-05-17 22:05:38+00:00,1,1
23.229.67.14_S1,23.229.67.14,2015-05-20 18:05:05+00:00,2015-05-20 18:05:13+00:00,2,2
23.229.67.14_S2,23.229.67.14,2015-05-20 19:05:02+00:00,2015-05-20 19:05:36+00:00,2,1
23.231.5.40_S1,23.231.5.40,2015-05-17 15:05:57+00:00,2015-05-17 15:05:57+00:00,1,1
23.24.200.86_S1,23.24.200.86,2015-05-19 02:05:33+00:00,2015-05-19 02:05:33+00:00,1,1
23.30.147.145_S1,23.30.147.145,2015-05-20 15:05:19+00:00,2015-05-20 15:05:44+00:00,4,4
23.30.147.145_S2,23.30.147.145,2015-05-20 16:05:04+00:00,2015-05-20 16:05:57+00:00,24,24
23.92.61.96_S1,23.92.61.96,2015-05-18 10:05:43+00:00,2015-05-18 10:05:53+00:00,2,2
23.94.36.245_S1,23.94.36.245,2015-05-20 04:05:21+00:00,2015-05-20 04:05:52+00:00,2,2
24.0.194.37_S1,24.0.194.37,2015-05-20 11:05:00+00:00,2015-05-20 11:05:59+00:00,32,32
24.11.96.184_S1,24.11.96.184,2015-05-19 02:05:01+00:00,2015-05-19 02:05:49+00:00,6,6
24.11.96.184_S2,24.11.96.184,2015-05-19 03:05:00+00:00,2015-05-19 03:05:59+00:00,25,25
24.11.96.184_S3,24.11.96.184,2015-05-19 04:05:05+00:00,2015-05-19 04:05:54+00:00,7,7
24.111.34.227_S1,24.111.34.227,2015-05-19 10:05:32+00:00,2015-05-19 10:05:32+00:00,1,1
24.114.40.26_S1,24.114.40.26,2015-05-20 19:05:52+00:00,2015-05-20 19:05:52+00:00,1,1
24.115.69.95_S1,24.115.69.95,2015-05-20 20:05:04+00:00,2015-05-20 20:05:55+00:00,5,5
24.130.53.65_S1,24.130.53.65,2015-05-20 17:05:01+00:00,2015-05-20 17:05:55+00:00,6,6
24.147.91.100_S1,24.147.91.100,2015-05-18 13:05:07+00:00,2015-05-18 13:05:51+00:00,6,6
24.151.226.65_S1,24.151.226.65,2015-05-18 10:05:03+00:00,2015-05-18 10:05:17+00:00,2,1
24.183.21.30_S1,24.183.21.30,2015-05-18 14:05:34+00:00,2015-05-18 14:05:34+00:00,1,1
24.190.3.5_S1,24.190.3.5,2015-05-20 15:05:57+00:00,2015-05-20 15:05:57+00:00,1,1
24.196.39.217_S1,24.196.39.217,2015-05-19 09:05:02+00:00,2015-05-19 09:05:06+00:00,2,2
24.21.55.63_S1,24.21.55.63,2015-05-19 10:05:06+00:00,2015-05-19 10:05:35+00:00,6,6
24.210.169.33_S1,24.210.169.33,2015-05-18 11:05:44+00:00,2015-05-18 11:05:44+00:00,1,1
24.233.162.179_S1,24.233.162.179,2015-05-17 11:05:31+00:00,2015-05-17 11:05:31+00:00,1,1
24.236.252.67_S1,24.236.252.67,2015-05-17 10:05:40+00:00,2015-05-17 10:05:40+00:00,1,1
24.237.38.218_S1,24.237.38.218,2015-05-18 23:05:06+00:00,2015-05-18 23:05:54+00:00,8,7
24.5.221.92_S1,24.5.221.92,2015-05-20 04:05:17+00:00,2015-05-20 04:05:55+00:00,5,5
24.8.92.137_S1,24.8.92.137,2015-05-17 22:05:44+00:00,2015-05-17 22:05:44+00:00,1,1
24.8.92.137_S2,24.8.92.137,2015-05-19 01:05:18+00:00,2015-05-19 01:05:18+00:00,1,1
24.8.92.137_S3,24.8.92.137,2015-05-20 06:05:48+00:00,2015-05-20 06:05:48+00:00,1,1
24.8.92.137_S4,24.8.92.137,2015-05-20 18:05:20+00:00,2015-05-20 18:05:20+00:00,1,1
24.84.241.107_S1,24.84.241.107,2015-05-18 21:05:02+00:00,2015-05-18 21:05:59+00:00,10,10
24.97.227.132_S1,24.97.227.132,2015-05-20 17:05:15+00:00,2015-05-20 17:05:56+00:00,5,5
27.159.203.227_S1,27.159.203.227,2015-05-17 20:05:11+00:00,2015-05-17 20:05:47+00:00,2,2
27.159.203.227_S2,27.159.203.227,2015-05-18 03:05:36+00:00,2015-05-18 03:05:46+00:00,2,2
27.159.230.187_S1,27.159.230.187,2015-05-20 09:05:16+00:00,2015-05-20 09:05:16+00:00,1,1
27.251.237.154_S1,27.251.237.154,2015-05-18 19:05:14+00:00,2015-05-18 19:05:47+00:00,2,2
27.251.237.154_S2,27.251.237.154,2015-05-18 20:05:04+00:00,2015-05-18 20:05:54+00:00,5,5
27.252.40.146_S1,27.252.40.146,2015-05-18 18:05:36+00:00,2015-05-18 18:05:36+00:00,1,1
31.142.223.246_S1,31.142.223.246,2015-05-17 15:05:21+00:00,2015-05-17 15:05:21+00:00,1,1
31.150.236.68_S1,31.150.236.68,2015-05-20 00:05:04+00:00,2015-05-20 00:05:04+00:00,1,1
31.208.44.206_S1,31.208.44.206,2015-05-18 20:05:29+00:00,2015-05-18 20:05:58+00:00,9,8
31.35.64.245_S1,31.35.64.245,2015-05-19 16:05:03+00:00,2015-05-19 16:05:47+00:00,6,6
31.4.197.143_S1,31.4.197.143,2015-05-20 19:05:01+00:00,2015-05-20 19:05:39+00:00,6,6
31.41.216.135_S1,31.41.216.135,2015-05-20 12:05:41+00:00,2015-05-20 12:05:41+00:00,1,1
31.45.226.43_S1,31.45.226.43,2015-05-18 00:05:48+00:00,2015-05-18 00:05:48+00:00,1,1
31.6.71.243_S1,31.6.71.243,2015-05-20 14:05:30+00:00,2015-05-20 14:05:31+00:00,2,2
31.6.71.243_S2,31.6.71.243,2015-05-20 15:05:26+00:00,2015-05-20 15:05:59+00:00,2,2
36.250.177.94_S1,36.250.177.94,2015-05-19 11:05:48+00:00,2015-05-19 11:05:48+00:00,1,1
36.37.235.225_S1,36.37.235.225,2015-05-19 04:05:29+00:00,2015-05-19 04:05:29+00:00,1,1
36.38.8.174_S1,36.38.8.174,2015-05-17 12:05:14+00:00,2015-05-17 12:05:44+00:00,6,6
37.11.0.8_S1,37.11.0.8,2015-05-20 06:05:21+00:00,2015-05-20 06:05:47+00:00,6,6
37.11.0.8_S2,37.11.0.8,2015-05-20 07:05:02+00:00,2015-05-20 07:05:59+00:00,6,6
37.11.0.8_S3,37.11.0.8,2015-05-20 08:05:19+00:00,2015-05-20 08:05:19+00:00,1,1
37.115.112.88_S1,37.115.112.88,2015-05-19 14:05:07+00:00,2015-05-19 14:05:24+00:00,3,1
37.115.113.172_S1,37.115.113.172,2015-05-18 02:05:10+00:00,2015-05-18 02:05:49+00:00,3,1
37.115.113.172_S2,37.115.113.172,2015-05-19 09:05:01+00:00,2015-05-19 09:05:28+00:00,3,1
37.115.186.244_S1,37.115.186.244,2015-05-19 04:05:16+00:00,2015-05-19 04:05:16+00:00,1,1
37.115.186.244_S2,37.115.186.244,2015-05-19 16:05:48+00:00,2015-05-19 16:05:48+00:00,1,1
37.115.190.128_S1,37.115.190.128,2015-05-19 08:05:26+00:00,2015-05-19 08:05:26+00:00,1,1
37.130.227.133_S1,37.130.227.133,2015-05-17 15:05:51+00:00,2015-05-17 15:05:51+00:00,1,1
37.137.150.253_S1,37.137.150.253,2015-05-18 04:05:58+00:00,2015-05-18 04:05:58+00:00,1,1
37.187.101.122_S1,37.187.101.122,2015-05-18 22:05:24+00:00,2015-05-18 22:05:57+00:00,2,2
37.188.233.114_S1,37.188.233.114,2015-05-20 15:05:22+00:00,2015-05-20 15:05:59+00:00,2,2
37.194.3.12_S1,37.194.3.12,2015-05-17 19:05:03+00:00,2015-05-17 19:05:29+00:00,5,5
37.220.7.250_S1,37.220.7.250,2015-05-19 05:05:03+00:00,2015-05-19 05:05:56+00:00,2,2
37.220.7.250_S2,37.220.7.250,2015-05-19 06:05:13+00:00,2015-05-19 06:05:29+00:00,2,2
37.236.9.107_S1,37.236.9.107,2015-05-18 22:05:03+00:00,2015-05-18 22:05:03+00:00,1,1
37.237.137.58_S1,37.237.137.58,2015-05-18 10:05:43+00:00,2015-05-18 10:05:43+00:00,1,1
37.241.118.235_S1,37.241.118.235,2015-05-18 16:05:53+00:00,2015-05-18 16:05:53+00:00,1,1
37.252.127.97_S1,37.252.127.97,2015-05-20 06:05:31+00:00,2015-05-20 06:05:31+00:00,1,1
37.31.40.234_S1,37.31.40.234,2015-05-17 18:05:02+00:00,2015-05-17 18:05:32+00:00,2,2
37.59.47.177_S1,37.59.47.177,2015-05-18 20:05:00+00:00,2015-05-18 20:05:00+00:00,1,1
37.72.189.120_S1,37.72.189.120,2015-05-18 14:05:04+00:00,2015-05-18 14:05:14+00:00,2,2
37.79.145.225_S1,37.79.145.225,2015-05-19 15:05:58+00:00,2015-05-19 15:05:58+00:00,1,1
38.99.236.50_S1,38.99.236.50,2015-05-20 21:05:05+00:00,2015-05-20 21:05:57+00:00,33,33
39.41.133.216_S1,39.41.133.216,2015-05-19 21:05:02+00:00,2015-05-19 21:05:02+00:00,1,1
41.141.61.166_S1,41.141.61.166,2015-05-18 10:05:35+00:00,2015-05-18 10:05:35+00:00,1,1
41.189.161.63_S1,41.189.161.63,2015-05-19 00:05:01+00:00,2015-05-19 00:05:01+00:00,1,1
41.223.160.233_S1,41.223.160.233,2015-05-19 21:05:55+00:00,2015-05-19 21:05:55+00:00,1,1
41.223.160.234_S1,41.223.160.234,2015-05-17 15:05:13+00:00,2015-05-17 15:05:13+00:00,1,1
41.248.194.136_S1,41.248.194.136,2015-05-19 19:05:05+00:00,2015-05-19 19:05:05+00:00,1,1
41.249.219.90_S1,41.249.219.90,2015-05-20 17:05:39+00:00,2015-05-20 17:05:39+00:00,1,1
41.251.155.27_S1,41.251.155.27,2015-05-20 02:05:10+00:00,2015-05-20 02:05:36+00:00,2,2
41.74.172.23_S1,41.74.172.23,2015-05-19 04:05:01+00:00,2015-05-19 04:05:38+00:00,6,6
41.99.29.14_S1,41.99.29.14,2015-05-18 03:05:22+00:00,2015-05-18 03:05:22+00:00,1,1
42.107.175.146_S1,42.107.175.146,2015-05-17 18:05:09+00:00,2015-05-17 18:05:42+00:00,5,5
46.105.125.31_S1,46.105.125.31,2015-05-18 00:05:19+00:00,2015-05-18 00:05:19+00:00,1,1
46.105.14.53_S1,46.105.14.53,2015-05-17 10:05:03+00:00,2015-05-17 10:05:44+00:00,2,1
46.105.14.53_S10,46.105.14.53,2015-05-17 19:05:09+00:00,2015-05-17 19:05:48+00:00,6,1
46.105.14.53_S11,46.105.14.53,2015-05-17 20:05:11+00:00,2015-05-17 20:05:49+00:00,3,1
46.105.14.53_S12,46.105.14.53,2015-05-17 21:05:07+00:00,2015-05-17 21:05:59+00:00,7,1
46.105.14.53_S13,46.105.14.53,2015-05-17 22:05:07+00:00,2015-05-17 22:05:44+00:00,5,1
46.105.14.53_S14,46.105.14.53,2015-05-17 23:05:11+00:00,2015-05-17 23:05:33+00:00,2,1
46.105.14.53_S15,46.105.14.53,2015-05-18 00:05:14+00:00,2015-05-18 00:05:56+00:00,6,1
46.105.14.53_S16,46.105.14.53,2015-05-18 01:05:47+00:00,2015-05-18 01:05:55+00:00,2,1
46.105.14.53_S17,46.105.14.53,2015-05-18 02:05:09+00:00,2015-05-18 02:05:54+00:00,5,1
46.105.14.53_S18,46.105.14.53,2015-05-18 03:05:01+00:00,2015-05-18 03:05:40+00:00,6,1
46.105.14.53_S19,46.105.14.53,2015-05-18 04:05:25+00:00,2015-05-18 04:05:55+00:00,7,1
46.105.14.53_S2,46.105.14.53,2015-05-17 11:05:02+00:00,2015-05-17 11:05:42+00:00,4,1
46.105.14.53_S20,46.105.14.53,2015-05-18 05:05:04+00:00,2015-05-18 05:05:42+00:00,8,1
46.105.14.53_S21,46.105.14.53,2015-05-18 06:05:01+00:00,2015-05-18 06:05:46+00:00,6,1
46.105.14.53_S22,46.105.14.53,2015-05-18 07:05:03+00:00,2015-05-18 07:05:57+00:00,5,1
46.105.14.53_S23,46.105.14.53,2015-05-18 08:05:49+00:00,2015-05-18 08:05:49+00:00,1,1
46.105.14.53_S24,46.105.14.53,2015-05-18 09:05:10+00:00,2015-05-18 09:05:41+00:00,3,1
46.105.14.53_S25,46.105.14.53,2015-05-18 10:05:11+00:00,2015-05-18 10:05:59+00:00,9,1
46.105.14.53_S26,46.105.14.53,2015-05-18 11:05:08+00:00,2015-05-18 11:05:56+00:00,8,1
46.105.14.53_S27,46.105.14.53,2015-05-18 12:05:29+00:00,2015-05-18 12:05:54+00:00,3,1
46.105.14.53_S28,46.105.14.53,2015-05-18 13:05:35+00:00,2015-05-18 13:05:58+00:00,8,1
46.105.14.53_S29,46.105.14.53,2015-05-18 14:05:01+00:00,2015-05-18 14:05:57+00:00,8,1
46.105.14.53_S3,46.105.14.53,2015-05-17 12:05:26+00:00,2015-05-17 12:05:59+00:00,4,1
46.105.14.53_S30,46.105.14.53,2015-05-18 15:05:04+00:00,2015-05-18 15:05:56+00:00,4,1
46.105.14.53_S31,46.105.14.53,2015-05-18 16:05:17+00:00,2015-05-18 16:05:56+00:00,5,1
46.105.14.53_S32,46.105.14.53,2015-05-18 17:05:05+00:00,2015-05-18 17:05:55+00:00,7,1
46.105.14.53_S33,46.105.14.53,2015-05-18 18:05:04+00:00,2015-05-18 18:05:54+00:00,7,1
46.105.14.53_S34,46.105.14.53,2015-05-18 19:05:37+00:00,2015-05-18 19:05:58+00:00,4,1
46.105.14.53_S35,46.105.14.53,2015-05-18 20:05:28+00:00,2015-05-18 20:05:59+00:00,4,1
46.105.14.53_S36,46.105.14.53,2015-05-18 21:05:00+00:00,2015-05-18 21:05:45+00:00,6,1
46.105.14.53_S37,46.105.14.53,2015-05-18 22:05:08+00:00,2015-05-18 22:05:59+00:00,8,1
46.105.14.53_S38,46.105.14.53,2015-05-18 23:05:04+00:00,2015-05-18 23:05:56+00:00,5,1
46.105.14.53_S39,46.105.14.53,2015-05-19 00:05:01+00:00,2015-05-19 00:05:42+00:00,6,1
46.105.14.53_S4,46.105.14.53,2015-05-17 13:05:11+00:00,2015-05-17 13:05:52+00:00,4,1
46.105.14.53_S40,46.105.14.53,2015-05-19 01:05:13+00:00,2015-05-19 01:05:56+00:00,3,1
46.105.14.53_S41,46.105.14.53,2015-05-19 02:05:30+00:00,2015-05-19 02:05:37+00:00,3,1
46.105.14.53_S42,46.105.14.53,2015-05-19 03:05:28+00:00,2015-05-19 03:05:54+00:00,3,1
46.105.14.53_S43,46.105.14.53,2015-05-19 04:05:23+00:00,2015-05-19 04:05:56+00:00,7,1
46.105.14.53_S44,46.105.14.53,2015-05-19 05:05:15+00:00,2015-05-19 05:05:56+00:00,3,1
46.105.14.53_S45,46.105.14.53,2015-05-19 06:05:24+00:00,2015-05-19 06:05:55+00:00,6,1
46.105.14.53_S46,46.105.14.53,2015-05-19 07:05:04+00:00,2015-05-19 07:05:16+00:00,2,1
46.105.14.53_S47,46.105.14.53,2015-05-19 08:05:42+00:00,2015-05-19 08:05:43+00:00,2,1
46.105.14.53_S48,46.105.14.53,2015-05-19 09:05:11+00:00,2015-05-19 09:05:44+00:00,4,1
46.105.14.53_S49,46.105.14.53,2015-05-19 10:05:07+00:00,2015-05-19 10:05:38+00:00,3,1
46.105.14.53_S5,46.105.14.53,2015-05-17 14:05:50+00:00,2015-05-17 14:05:50+00:00,1,1
46.105.14.53_S50,46.105.14.53,2015-05-19 11:05:41+00:00,2015-05-19 11:05:48+00:00,2,1
46.105.14.53_S51,46.105.14.53,2015-05-19 12:05:08+00:00,2015-05-19 12:05:58+00:00,4,1
46.105.14.53_S52,46.105.14.53,2015-05-19 13:05:12+00:00,2015-05-19 13:05:33+00:00,3,1
46.105.14.53_S53,46.105.14.53,2015-05-19 14:05:05+00:00,2015-05-19 14:05:46+00:00,6,1
46.105.14.53_S54,46.105.14.53,2015-05-19 15:05:20+00:00,2015-05-19 15:05:43+00:00,4,1
46.105.14.53_S55,46.105.14.53,2015-05-19 16:05:09+00:00,2015-05-19 16:05:22+00:00,3,1
46.105.14.53_S56,46.105.14.53,2015-05-19 17:05:14+00:00,2015-05-19 17:05:35+00:00,5,1
46.105.14.53_S57,46.105.14.53,2015-05-19 18:05:06+00:00,2015-05-19 18:05:52+00:00,4,1
46.105.14.53_S58,46.105.14.53,2015-05-19 19:05:01+00:00,2015-05-19 19:05:38+00:00,4,1
46.105.14.53_S59,46.105.14.53,2015-05-19 20:05:14+00:00,2015-05-19 20:05:47+00:00,3,1
46.105.14.53_S6,46.105.14.53,2015-05-17 15:05:07+00:00,2015-05-17 15:05:55+00:00,5,1
46.105.14.53_S60,46.105.14.53,2015-05-19 21:05:29+00:00,2015-05-19 21:05:29+00:00,1,1
46.105.14.53_S61,46.105.14.53,2015-05-19 22:05:20+00:00,2015-05-19 22:05:57+00:00,4,1
46.105.14.53_S62,46.105.14.53,2015-05-19 23:05:12+00:00,2015-05-19 23:05:22+00:00,2,1
46.105.14.53_S63,46.105.14.53,2015-05-20 00:05:45+00:00,2015-05-20 00:05:50+00:00,2,1
46.105.14.53_S64,46.105.14.53,2015-05-20 01:05:07+00:00,2015-05-20 01:05:16+00:00,2,1
46.105.14.53_S65,46.105.14.53,2015-05-20 02:05:41+00:00,2015-05-20 02:05:53+00:00,4,1
46.105.14.53_S66,46.105.14.53,2015-05-20 03:05:06+00:00,2015-05-20 03:05:46+00:00,3,1
46.105.14.53_S67,46.105.14.53,2015-05-20 04:05:04+00:00,2015-05-20 04:05:46+00:00,5,1
46.105.14.53_S68,46.105.14.53,2015-05-20 05:05:06+00:00,2015-05-20 05:05:49+00:00,3,1
46.105.14.53_S69,46.105.14.53,2015-05-20 06:05:04+00:00,2015-05-20 06:05:45+00:00,5,1
46.105.14.53_S7,46.105.14.53,2015-05-17 16:05:06+00:00,2015-05-17 16:05:42+00:00,6,1
46.105.14.53_S70,46.105.14.53,2015-05-20 07:05:06+00:00,2015-05-20 07:05:52+00:00,4,1
46.105.14.53_S71,46.105.14.53,2015-05-20 08:05:20+00:00,2015-05-20 08:05:48+00:00,4,1
46.105.14.53_S72,46.105.14.53,2015-05-20 09:05:50+00:00,2015-05-20 09:05:50+00:00,1,1
46.105.14.53_S73,46.105.14.53,2015-05-20 10:05:30+00:00,2015-05-20 10:05:45+00:00,3,1
46.105.14.53_S74,46.105.14.53,2015-05-20 11:05:34+00:00,2015-05-20 11:05:50+00:00,2,1
46.105.14.53_S75,46.105.14.53,2015-05-20 12:05:00+00:00,2015-05-20 12:05:27+00:00,6,1
46.105.14.53_S76,46.105.14.53,2015-05-20 13:05:28+00:00,2015-05-20 13:05:59+00:00,5,1
46.105.14.53_S77,46.105.14.53,2015-05-20 14:05:05+00:00,2015-05-20 14:05:56+00:00,8,1
46.105.14.53_S78,46.105.14.53,2015-05-20 15:05:01+00:00,2015-05-20 15:05:59+00:00,5,1
46.105.14.53_S79,46.105.14.53,2015-05-20 16:05:21+00:00,2015-05-20 16:05:37+00:00,2,1
46.105.14.53_S8,46.105.14.53,2015-05-17 17:05:03+00:00,2015-05-17 17:05:49+00:00,4,1
46.105.14.53_S80,46.105.14.53,2015-05-20 17:05:03+00:00,2015-05-20 17:05:17+00:00,4,1
46.105.14.53_S81,46.105.14.53,2015-05-20 18:05:09+00:00,2015-05-20 18:05:53+00:00,3,1
46.105.14.53_S82,46.105.14.53,2015-05-20 19:05:14+00:00,2015-05-20 19:05:57+00:00,6,1
46.105.14.53_S83,46.105.14.53,2015-05-20 20:05:04+00:00,2015-05-20 20:05:57+00:00,4,1
46.105.14.53_S84,46.105.14.53,2015-05-20 21:05:03+00:00,2015-05-20 21:05:39+00:00,3,1
46.105.14.53_S9,46.105.14.53,2015-05-17 18:05:00+00:00,2015-05-17 18:05:47+00:00,5,1
46.105.37.142_S1,46.105.37.142,2015-05-18 22:05:35+00:00,2015-05-18 22:05:35+00:00,1,1
46.109.147.195_S1,46.109.147.195,2015-05-17 20:05:05+00:00,2015-05-17 20:05:19+00:00,2,2
46.118.116.232_S1,46.118.116.232,2015-05-19 11:05:25+00:00,2015-05-19 11:05:25+00:00,1,1
46.118.118.101_S1,46.118.118.101,2015-05-17 18:05:14+00:00,2015-05-17 18:05:14+00:00,1,1
46.118.125.84_S1,46.118.125.84,2015-05-18 22:05:04+00:00,2015-05-18 22:05:37+00:00,3,1
46.118.126.53_S1,46.118.126.53,2015-05-18 22:05:20+00:00,2015-05-18 22:05:20+00:00,1,1
46.118.127.106_S1,46.118.127.106,2015-05-19 07:05:38+00:00,2015-05-19 07:05:54+00:00,3,1
